Age,Income,Employment Duration,Debt,Credit Score,Number of Dependents,Marital Status,Loan Amount Requested,Loan Duration,Loan Approval
38,10718,6,9491,475,2,Single,13379,39,0
29,1028,19,7257,374,1,Divorced,3279,41,0
58,15831,33,4711,442,2,Married,6555,11,0
50,18397,34,5643,322,2,Divorced,3169,42,0
21,11894,33,159,480,3,Single,12528,27,0
59,10019,21,9923,344,2,Married,1508,58,0
24,13638,30,5938,768,1,Married,2864,14,1
39,15889,22,9924,391,0,Divorced,4186,48,0
50,3024,18,580,568,4,Single,7268,34,1
34,6839,3,8411,333,5,Divorced,13039,55,0
41,14503,23,7586,663,2,Single,2699,57,0
51,11303,19,4474,432,5,Married,10051,22,0
45,18138,38,9941,681,2,Divorced,1409,18,0
60,18622,27,7073,576,5,Married,3939,60,1
58,2906,38,9662,455,3,Single,6382,22,0
56,8399,16,5059,686,3,Married,3413,59,0
39,8961,18,4328,834,5,Married,5195,15,1
34,13031,34,1394,499,2,Married,1506,30,0
51,16128,31,921,574,2,Divorced,7614,23,1
23,16663,38,2773,800,1,Single,11744,54,1
63,2460,34,4462,758,0,Married,13911,49,0
23,16682,29,4576,349,0,Married,1643,20,0
51,16193,16,3434,831,4,Married,8052,32,1
18,18800,28,6733,391,0,Married,13090,24,0
27,12045,5,9310,755,4,Single,14527,59,0
38,8766,16,1865,638,3,Single,11912,20,1
22,18812,16,724,352,4,Divorced,1724,50,0
19,5378,13,711,795,4,Single,12570,12,1
39,8529,23,7710,303,0,Single,13814,48,0
65,4071,36,5080,580,2,Married,4995,45,0
19,17939,39,390,589,3,Divorced,8759,57,1
27,18947,38,9262,372,1,Divorced,12941,21,0
51,12692,31,4487,436,4,Married,9706,29,0
33,2040,35,8116,692,4,Divorced,14305,28,0
65,3686,36,6747,507,5,Single,681,16,0
56,13666,13,6066,559,4,Divorced,13312,29,1
39,3553,26,4494,562,2,Married,6832,10,0
29,2779,18,3572,804,1,Divorced,12807,44,0
41,14186,30,7769,849,5,Divorced,5446,53,0
64,17459,8,2311,502,0,Divorced,7950,35,1
57,6057,37,6773,646,3,Married,3445,21,0
55,19733,16,6905,351,2,Single,10749,25,0
27,3262,18,3642,655,1,Divorced,11439,34,0
52,11308,3,6338,818,3,Single,10572,22,0
49,17776,10,2609,662,0,Single,12294,24,1
24,18492,21,9622,344,3,Single,9346,31,0
38,6188,3,6240,677,5,Divorced,4186,20,0
37,9802,16,7806,711,4,Single,14114,30,0
43,6057,7,757,441,4,Divorced,2788,20,0
21,4998,33,5086,557,2,Divorced,10891,25,0
63,9864,10,6220,336,3,Divorced,3331,35,0
39,4677,30,9931,344,4,Single,12100,26,0
32,6796,10,5602,345,2,Divorced,10927,52,0
57,15450,37,9326,600,2,Married,11203,40,0
38,7363,20,6121,587,5,Married,9413,49,0
32,9123,29,8956,568,2,Married,3748,11,0
39,9222,9,2725,361,0,Divorced,9892,57,0
45,14654,25,3368,541,4,Married,13668,42,1
31,18784,26,3497,653,4,Divorced,11154,16,1
44,5071,7,8174,370,1,Divorced,13365,28,0
58,9808,38,9864,712,0,Divorced,9001,49,0
57,3786,7,5642,360,4,Single,1525,44,0
45,1870,7,8774,751,5,Married,4912,14,0
43,5196,33,4766,692,4,Divorced,6402,23,0
19,12796,15,4633,828,1,Married,10224,51,1
42,3739,40,1821,604,3,Married,13807,41,1
20,1940,12,1185,490,3,Single,4143,45,0
25,1340,22,1637,377,0,Married,9059,53,0
61,5133,11,7236,824,2,Divorced,5150,41,0
50,18043,26,8380,600,1,Divorced,11344,33,1
59,11225,21,1746,316,1,Married,1749,24,0
52,10752,31,5797,733,4,Married,3483,35,0
23,4457,26,8089,342,5,Single,5075,43,0
56,10848,1,2620,367,4,Divorced,11720,56,0
40,10241,32,7597,679,5,Married,14609,20,0
42,1453,25,8002,511,1,Married,11826,49,0
60,10896,27,6107,502,2,Divorced,7947,17,0
36,11976,18,9376,408,3,Married,12787,7,0
22,16872,4,2793,583,0,Single,9631,14,1
28,1818,32,2500,524,5,Married,4609,40,0
29,5868,19,8361,417,3,Married,14863,6,0
27,17396,29,4925,639,0,Single,12929,51,1
25,13171,7,1080,580,2,Single,4523,36,1
41,1920,37,9455,790,1,Single,12383,33,0
45,19802,16,4864,318,2,Divorced,8469,50,0
58,10506,0,4453,474,5,Married,1089,42,0
53,7475,2,2248,768,1,Married,2282,12,1
54,3017,25,1325,441,4,Single,5068,51,0
38,8957,30,3873,762,0,Divorced,14335,21,1
25,17230,7,1688,597,4,Single,9899,55,1
26,10420,7,2985,769,1,Married,4912,19,1
64,5792,34,2076,672,0,Divorced,14172,38,1
32,14237,38,9721,767,0,Divorced,13232,11,0
65,19818,27,1461,737,4,Married,11035,26,1
63,17251,3,9594,742,0,Divorced,14749,15,0
57,11707,15,72,755,1,Divorced,9538,37,1
35,2438,12,6030,547,5,Single,11116,11,0
59,4543,19,4611,441,5,Divorced,5180,7,0
37,12367,4,2796,701,1,Single,9490,44,1
23,19165,36,7717,521,4,Divorced,970,54,1
29,16520,19,4516,483,2,Single,12601,32,0
19,7343,23,2493,663,1,Single,5327,19,1
24,3263,35,4231,487,5,Divorced,5567,28,0
33,11161,33,3576,412,1,Single,10786,44,0
20,1211,33,8100,480,0,Married,3494,59,0
62,14809,18,5728,498,0,Married,3629,26,0
20,8027,16,32,369,1,Divorced,6667,46,0
44,1331,4,4373,784,4,Divorced,1813,56,0
60,9169,24,3598,698,2,Divorced,11570,35,1
57,10133,17,2392,850,0,Married,12207,30,1
55,15591,7,6705,309,5,Divorced,7046,58,0
50,17125,26,6790,302,0,Divorced,9739,29,0
45,1727,14,2677,777,5,Single,9779,16,0
18,12054,12,1401,366,2,Divorced,8434,40,0
25,4243,15,817,396,0,Married,14471,60,0
54,18032,21,6203,830,4,Married,14439,9,1
49,6095,19,9852,617,5,Divorced,12373,42,0
65,14809,12,4562,397,0,Married,5858,41,0
60,11929,19,4723,356,0,Single,782,18,0
54,15842,1,2438,406,1,Single,8109,14,0
21,18393,34,6828,387,4,Divorced,14928,33,0
47,2550,18,1210,670,4,Divorced,12340,60,1
23,9995,36,6641,674,1,Single,1898,51,0
63,16166,5,599,351,5,Single,3233,21,0
36,8492,13,5480,340,3,Divorced,4567,59,0
49,13501,3,1846,390,2,Married,2857,11,0
26,16567,21,6592,338,4,Divorced,11627,32,0
29,14265,38,7861,312,3,Divorced,12510,15,0
28,6424,35,1887,403,5,Divorced,3738,28,0
63,15086,33,679,342,2,Divorced,10464,26,0
33,4161,26,3252,508,4,Divorced,12769,31,0
18,10215,6,1835,775,0,Divorced,12794,50,1
62,7617,2,2177,408,4,Divorced,8489,8,0
38,12926,32,8142,513,2,Married,7710,48,0
47,16092,1,148,708,3,Divorced,1287,40,1
30,17160,15,1495,376,0,Single,11916,12,0
51,18560,24,1744,394,2,Divorced,8734,32,0
21,16638,14,1646,568,5,Married,12988,47,1
45,3233,23,2995,660,2,Single,11634,38,0
55,5700,14,6643,829,4,Divorced,6284,9,0
48,12027,30,9864,461,5,Divorced,5143,31,0
44,8860,13,7378,764,1,Single,4821,13,0
22,8526,13,8849,847,1,Divorced,12597,25,0
42,6559,5,3667,486,0,Married,5228,22,0
20,7732,13,9245,351,2,Divorced,6140,10,0
50,3513,16,576,787,3,Married,3910,54,1
21,8830,17,4779,830,0,Divorced,1858,14,0
42,15781,19,8187,695,5,Single,9896,13,0
37,8910,16,2972,391,0,Married,12296,12,0
51,16847,15,7756,656,4,Divorced,11685,42,1
43,6649,39,3948,443,5,Divorced,10933,41,0
22,18480,38,6544,498,3,Single,1037,60,0
52,10120,31,2045,622,2,Single,12703,8,1
45,2951,8,1627,631,5,Married,4368,13,0
46,11165,26,1488,563,2,Married,5076,10,1
26,15352,32,9127,516,2,Married,5025,10,0
55,10746,9,3563,733,0,Divorced,4083,22,1
23,11970,16,9906,759,4,Divorced,8398,52,0
36,10186,35,1802,802,0,Married,1850,32,1
61,9804,16,9612,768,1,Divorced,9636,45,0
28,1595,17,3591,665,1,Single,4356,44,0
19,8875,22,3520,538,2,Divorced,14716,54,1
64,6972,33,5896,695,4,Married,10515,17,0
61,16882,7,7643,694,5,Divorced,3125,33,1
61,1858,12,7041,374,2,Single,12590,9,0
26,6519,22,3311,397,5,Married,12179,57,0
38,10980,19,2305,682,2,Married,12898,33,1
41,5317,21,7875,669,0,Married,4807,30,0
51,13144,22,1967,584,2,Married,14494,55,1
39,13879,40,8009,555,2,Divorced,9542,41,0
20,2030,34,5462,608,4,Single,3425,47,0
29,10487,2,6897,475,4,Divorced,13774,8,0
45,14305,33,3458,527,5,Divorced,9687,36,1
47,11255,32,8585,646,4,Married,7214,42,0
43,2447,16,4778,641,2,Single,7697,17,0
65,11237,18,3730,538,4,Divorced,14787,60,1
38,3850,29,4365,649,4,Single,6506,42,0
45,12953,22,7547,754,3,Single,13453,42,0
43,9106,14,27,740,3,Single,9041,9,1
50,11000,13,3491,814,1,Single,2037,35,1
38,10503,1,6423,380,0,Divorced,11669,43,0
52,16493,38,5301,660,0,Single,3228,47,1
51,5055,17,6160,587,4,Divorced,7881,43,0
58,6402,5,1173,307,1,Single,4846,32,0
64,10281,31,338,386,1,Single,14354,59,0
35,2672,20,9260,585,5,Divorced,2866,27,0
28,5532,39,841,698,3,Married,13994,6,1
40,5924,27,293,373,1,Divorced,7528,53,0
65,16269,26,9514,738,2,Single,10928,48,0
39,13546,1,6558,422,5,Divorced,7368,43,0
34,7085,32,1647,676,4,Single,4375,25,1
22,13390,15,4898,442,2,Divorced,14107,23,0
61,14280,38,4526,457,0,Divorced,11786,11,0
28,5864,21,5614,729,3,Divorced,6541,54,0
47,10316,12,3801,747,2,Married,4101,17,1
32,2221,1,8280,709,4,Divorced,4674,22,0
44,3860,13,7376,670,2,Divorced,13333,58,0
52,11702,37,899,408,2,Married,14281,27,0
50,9428,40,3477,335,1,Married,1423,23,0
37,16385,27,1744,389,3,Single,1118,15,0
33,10336,6,6096,714,0,Single,4900,29,0
51,4253,17,2253,595,4,Divorced,6842,25,0
19,4782,40,1633,345,5,Single,11954,17,0
52,18150,35,7001,787,5,Divorced,3803,9,1
57,17343,40,7020,469,4,Married,14385,47,0
45,10951,35,9053,445,0,Married,11293,10,0
64,17269,3,8149,719,4,Divorced,9739,31,1
56,15567,29,4701,302,1,Single,10390,41,0
23,12683,23,6735,562,5,Single,6080,21,0
26,4513,19,1013,620,5,Single,10922,10,1
37,17879,30,3299,545,2,Divorced,8100,31,1
18,14335,23,1506,776,1,Single,10560,24,1
25,12372,6,4803,558,5,Married,11346,11,1
40,6822,25,977,392,1,Married,8622,29,0
20,15837,12,1817,832,1,Married,582,36,1
21,13122,7,4901,638,0,Married,592,36,1
42,3072,4,9140,559,5,Married,7260,58,0
64,9529,12,6798,536,3,Married,11848,12,0
55,19939,28,473,440,0,Married,7875,15,0
32,6959,19,567,779,0,Married,8337,44,1
38,10107,13,7966,649,1,Married,7224,27,0
52,6993,31,2258,429,3,Divorced,3548,19,0
63,6021,26,8120,836,0,Divorced,1967,33,0
31,14546,24,4310,310,3,Married,10716,47,0
53,11174,3,1982,556,5,Married,13561,57,1
29,17138,20,1096,668,1,Married,12509,27,1
34,12759,17,6610,693,0,Single,5989,37,0
56,10190,38,3570,718,3,Divorced,3198,16,1
26,13886,14,6497,318,4,Married,9483,19,0
52,17779,37,3646,409,0,Divorced,975,36,0
30,18322,23,2419,736,0,Married,9195,49,1
32,10828,7,4279,804,0,Single,14658,9,1
35,3510,27,673,333,3,Married,730,50,0
50,19033,20,2802,587,2,Divorced,7521,27,1
23,4435,15,7312,554,5,Divorced,10278,59,0
44,4201,15,2369,433,0,Divorced,10466,34,0
40,16153,34,4530,798,4,Divorced,11782,40,1
44,1058,16,1066,696,4,Married,7333,18,0
51,12122,8,5432,786,1,Single,2756,25,1
63,3971,34,8073,512,2,Single,4470,24,0
55,10719,28,687,649,2,Married,12918,20,1
31,15017,38,68,318,3,Married,5338,56,0
53,9314,17,6774,418,1,Divorced,883,31,0
25,10628,11,419,601,3,Married,11855,25,1
52,10354,18,6891,584,1,Single,14354,41,0
36,12492,21,5593,526,5,Married,11101,11,1
47,4345,14,6104,806,2,Married,1260,20,0
31,19870,0,3892,800,5,Single,5743,9,1
37,16357,1,439,511,3,Single,4452,11,1
42,1561,7,9478,655,1,Married,1442,7,0
57,7261,21,1208,786,2,Divorced,3195,41,1
41,2737,24,9270,620,2,Divorced,1796,55,0
31,10096,1,2563,522,0,Divorced,11094,20,1
43,13682,8,7466,490,3,Single,2647,17,0
55,12723,8,1253,799,0,Single,7374,45,1
40,13098,12,3209,794,2,Divorced,10331,49,1
39,10126,5,3549,536,3,Married,4896,46,1
65,14389,29,614,321,3,Married,1108,12,0
36,9266,14,3078,626,5,Married,14639,27,1
63,1294,14,3490,844,4,Single,1381,13,0
20,12434,6,3543,426,1,Single,10942,57,0
59,6330,10,8102,664,4,Divorced,11784,47,0
36,5655,39,1900,343,4,Married,14009,16,0
26,18493,37,5680,818,2,Single,10851,7,1
45,14460,39,6751,427,5,Single,7816,35,0
37,4771,1,5862,429,1,Divorced,11120,9,0
62,9563,38,1712,828,4,Married,13542,58,1
24,18558,9,2329,620,4,Single,11693,30,1
31,2164,16,1194,485,3,Single,13994,26,0
26,10475,6,6781,647,2,Single,5391,30,0
36,13388,39,8162,780,4,Single,6980,14,0
64,14969,38,4906,660,1,Married,8005,13,1
31,9434,3,1378,586,0,Divorced,2494,10,1
55,8262,34,9504,481,0,Married,1823,51,0
53,2541,35,749,750,2,Divorced,8268,33,1
57,3765,30,5292,396,0,Single,13009,7,0
34,11306,24,300,613,3,Married,1511,26,1
47,5491,40,4695,845,3,Divorced,7403,54,0
26,4083,12,4624,320,1,Divorced,12730,13,0
50,2857,17,3837,796,5,Single,1188,39,0
42,1769,20,277,702,2,Divorced,4568,28,1
31,18806,0,3917,423,2,Divorced,12905,20,0
28,3972,35,7307,418,0,Divorced,12961,32,0
52,19256,7,2161,776,4,Single,9934,7,1
58,6599,20,1389,402,4,Married,3947,33,0
31,19653,20,8882,632,5,Single,8397,16,1
47,6275,26,4732,758,4,Divorced,7755,51,0
58,7571,18,3468,429,5,Divorced,10736,26,0
21,6072,22,6141,433,1,Married,8575,47,0
21,10631,34,5969,456,2,Divorced,9132,37,0
45,12245,39,3816,724,0,Married,9916,37,1
25,15706,4,9131,734,1,Divorced,14387,12,0
19,6463,40,5037,688,3,Divorced,2962,27,0
58,8450,7,5994,617,3,Single,5623,19,0
63,12095,10,9938,804,3,Single,13737,18,0
39,2313,15,2451,489,5,Married,4678,26,0
58,8847,38,24,710,5,Single,13776,27,1
33,18454,23,5962,351,2,Married,6649,39,0
46,10166,20,2556,745,3,Single,11444,15,1
65,10930,22,7632,743,5,Married,2252,6,0
47,4285,37,60,681,5,Divorced,13134,6,1
29,4095,7,7675,673,4,Married,5129,29,0
52,17704,6,122,674,5,Single,11694,8,1
28,19705,1,5616,688,3,Married,6416,36,1
63,1555,29,1186,778,1,Single,5046,48,0
38,6432,12,5158,703,3,Divorced,11908,56,0
38,2386,22,7864,767,4,Single,3859,46,0
22,12239,28,9922,804,3,Divorced,5513,18,0
65,11619,37,4089,382,0,Divorced,12634,59,0
37,7854,36,2472,618,4,Single,11988,9,1
54,11196,19,7450,366,2,Divorced,13741,57,0
20,17033,32,2964,713,3,Single,8104,28,1
61,8637,28,8104,752,5,Married,13001,11,0
50,13962,14,1310,497,1,Divorced,4514,39,0
26,15940,22,8346,558,3,Married,1399,46,0
26,11618,2,2212,597,1,Married,1689,23,1
21,4793,36,9454,579,0,Single,1152,41,0
52,8373,28,6792,599,2,Single,8496,31,0
34,3513,7,9554,428,5,Divorced,1482,38,0
51,3327,21,9129,797,4,Single,1075,38,0
41,9809,28,8703,737,4,Married,9024,30,0
49,19549,1,8378,591,2,Married,4807,57,1
18,7452,40,1845,506,0,Married,8980,22,1
25,8642,0,7660,593,0,Divorced,7253,56,0
62,15435,19,1702,328,3,Single,10905,8,0
40,1992,20,390,478,0,Married,10865,60,0
64,6424,36,654,340,3,Divorced,12525,27,0
57,5381,7,5835,769,1,Single,8240,60,0
29,5782,26,4271,491,2,Single,1555,54,0
29,8460,34,8955,643,1,Married,6526,40,0
63,3983,5,3400,577,1,Divorced,4869,9,0
64,15182,18,5319,654,1,Married,1824,33,1
32,3523,17,6732,828,1,Married,4095,18,0
58,10677,0,6674,385,4,Divorced,4327,35,0
36,11292,24,1085,616,0,Married,11354,52,1
43,16089,26,5446,636,2,Divorced,2823,17,1
46,5581,6,4376,444,2,Divorced,13818,8,0
39,12907,28,1963,614,5,Married,2382,26,1
57,6609,30,9977,524,1,Married,11755,45,0
38,19385,35,5177,722,2,Single,14266,6,1
55,18771,18,4572,353,3,Single,1653,23,0
37,12375,5,7543,367,2,Divorced,3870,18,0
46,18414,24,8907,633,1,Divorced,8788,12,1
21,10957,30,242,376,2,Divorced,776,18,0
24,13955,8,6510,838,0,Single,5904,22,1
45,2220,19,3915,454,1,Married,11539,50,0
45,14163,9,9715,371,4,Married,5792,37,0
21,14289,36,837,800,0,Single,9023,34,1
39,13537,26,3323,746,2,Married,10944,50,1
29,10810,12,2953,658,4,Married,4698,35,1
62,10455,40,9537,576,5,Married,11743,16,0
20,10063,1,1432,612,0,Single,4196,19,1
39,1834,20,6854,404,5,Divorced,13742,58,0
61,2724,32,7655,394,3,Married,11099,15,0
19,3413,23,8431,518,0,Married,3702,13,0
41,10505,33,8330,427,4,Divorced,2586,36,0
51,5498,8,8611,499,5,Married,806,11,0
44,3105,1,303,631,3,Married,1383,24,1
58,3568,29,2162,846,5,Divorced,7163,60,0
18,10330,21,6486,591,2,Single,6689,24,0
25,17593,10,4102,365,1,Single,4789,17,0
40,5911,16,6874,703,5,Married,4089,58,0
55,19604,35,1168,445,2,Married,4141,44,0
23,17617,12,415,829,1,Divorced,7836,55,1
39,1792,6,5243,701,1,Divorced,13036,57,0
42,15195,15,149,424,4,Married,5608,23,0
35,14901,32,6524,813,3,Married,2662,60,1
34,16762,0,5899,631,3,Single,7209,8,1
29,19550,10,838,779,0,Single,11839,14,1
23,9526,5,6144,697,2,Single,13980,11,0
43,16898,19,9888,329,4,Single,5667,6,0
44,2214,34,9613,355,5,Divorced,11475,47,0
25,16346,36,7466,431,2,Single,3641,45,0
36,1212,40,1320,530,5,Single,6631,34,0
59,2658,25,1523,694,5,Married,5103,60,0
18,13270,11,5234,451,5,Single,654,54,0
46,15029,29,6144,801,0,Married,4130,40,1
62,6024,27,552,805,0,Married,9152,40,1
52,14039,26,3756,685,4,Single,1896,35,1
57,6141,18,3671,832,0,Single,9482,40,0
31,19178,4,481,747,4,Married,14013,44,1
52,6988,4,599,425,0,Divorced,7297,27,0
65,14777,40,7677,788,3,Married,7094,48,0
62,6578,26,9356,745,4,Divorced,4209,33,0
37,16051,27,9195,769,3,Divorced,2367,23,0
30,4845,25,1982,648,3,Single,10380,37,1
55,12882,26,1634,807,4,Single,1076,10,1
63,15247,20,7830,756,2,Single,7763,59,0
25,12484,0,2997,684,1,Single,14731,39,0
60,1378,27,686,747,0,Married,4264,36,1
37,4293,14,5529,414,5,Divorced,11235,51,0
50,12630,16,1759,751,0,Married,9053,38,1
43,14660,25,7023,418,5,Divorced,956,9,0
56,17608,19,6208,392,2,Married,11941,19,0
38,1737,24,7234,820,1,Divorced,12916,20,0
59,17619,12,2480,837,2,Single,4061,25,1
60,13470,32,9529,732,1,Divorced,3610,25,0
58,18095,24,7476,444,4,Single,4029,54,0
26,17117,7,7770,367,4,Divorced,5407,40,0
41,15779,4,114,430,5,Married,5468,60,0
54,19272,5,568,580,3,Divorced,9041,9,1
58,18643,22,9745,812,3,Married,11384,23,0
34,8271,29,7951,300,5,Married,14702,29,0
41,18132,13,2689,731,4,Single,5047,32,1
38,13178,22,4590,690,5,Divorced,4583,38,1
56,15490,10,3340,565,3,Married,14191,30,1
58,14863,30,2988,698,5,Divorced,608,10,1
56,2823,5,3151,555,4,Single,8251,23,0
30,7852,10,3015,694,2,Single,1731,50,1
28,14072,12,9013,473,0,Divorced,1076,51,0
63,12133,11,6345,344,4,Married,740,25,0
36,16111,1,3574,440,5,Married,11330,40,0
28,7519,34,7838,838,4,Married,8066,60,0
30,2777,35,1608,349,4,Divorced,6309,11,0
63,18606,16,559,360,3,Married,10733,32,0
62,15772,27,6621,542,5,Married,14073,33,1
18,14621,27,7126,568,3,Married,7221,16,1
57,12859,21,5565,439,5,Single,870,14,0
61,19161,37,4435,456,3,Married,6554,57,0
36,10496,6,5650,575,3,Divorced,10844,33,0
29,8490,14,8803,330,2,Divorced,597,24,0
25,9893,31,1881,307,4,Married,6106,44,0
25,3989,10,4169,332,2,Divorced,12883,59,0
62,9343,23,3863,751,3,Divorced,10640,26,1
29,18709,2,7436,748,2,Married,8656,36,1
65,12914,29,3708,336,4,Single,10187,47,0
50,9998,5,1709,333,4,Married,10785,12,0
62,3722,1,7860,754,3,Divorced,11629,42,0
43,5656,13,9953,743,4,Divorced,10770,30,0
56,18709,40,1692,536,2,Married,2955,33,1
45,5133,17,9437,511,1,Divorced,3946,41,0
22,2242,30,125,439,4,Single,10097,22,0
25,9539,12,1199,660,2,Married,5311,31,1
42,2831,25,6092,603,2,Divorced,8327,33,0
44,18953,11,2711,595,2,Single,3191,42,1
63,8246,17,9182,451,4,Divorced,11437,22,0
40,19302,8,9713,522,1,Single,1472,54,0
47,4232,20,6228,495,3,Divorced,11440,22,0
62,4758,39,5995,598,3,Married,10204,38,0
64,6997,23,8182,828,4,Divorced,8306,39,0
40,19739,33,5502,787,4,Married,3423,28,1
64,11972,7,5760,510,0,Single,5501,35,1
37,16368,32,5582,531,5,Single,1308,32,1
35,2824,22,2498,666,1,Divorced,7976,56,0
35,11683,12,2565,780,2,Married,13386,14,1
19,5060,13,6989,478,5,Married,13754,25,0
21,1404,13,4790,783,2,Single,6463,28,0
47,19105,15,5024,794,5,Single,6435,52,1
50,12017,37,8307,846,3,Divorced,4730,24,0
53,4845,38,1031,315,5,Single,827,42,0
35,12384,25,1241,765,4,Single,12986,50,1
54,17448,25,1742,701,1,Married,1182,9,1
36,10491,0,5709,593,3,Married,12023,18,0
64,14112,31,5999,470,5,Married,623,43,0
45,12785,14,4090,331,1,Single,1253,17,0
57,1968,20,8160,562,4,Divorced,8614,14,0
37,1368,17,6883,514,2,Divorced,2106,20,0
50,9424,29,5129,488,0,Single,7025,26,0
29,3242,12,4403,560,1,Divorced,4078,20,0
32,4083,23,6577,481,2,Single,5166,54,0
58,14322,29,4897,804,1,Divorced,7708,10,1
56,2469,1,163,641,1,Single,10160,10,1
19,5725,18,3310,321,1,Married,3345,30,0
46,5259,24,3388,373,4,Divorced,3438,29,0
58,4622,13,995,465,3,Married,13957,42,0
27,11292,5,6161,533,1,Married,10618,58,0
19,18207,11,1877,674,4,Divorced,14375,36,1
28,4431,19,8103,732,0,Single,6819,51,0
30,5151,22,3264,633,3,Married,14090,39,0
27,5213,29,1348,839,4,Married,2927,46,1
31,16235,29,9995,334,0,Single,8856,19,0
35,9989,37,2251,743,3,Single,14650,32,1
26,1779,29,7290,530,4,Divorced,10201,52,0
56,16351,40,9785,617,0,Divorced,8656,9,0
45,12042,29,8018,642,4,Single,7407,28,0
20,6534,35,6590,729,0,Married,13402,43,0
37,4306,33,7658,765,1,Single,8232,51,0
23,3902,15,432,378,1,Divorced,6386,10,0
44,14391,23,5743,748,3,Married,14172,32,1
19,4718,13,5247,581,0,Married,12784,48,0
46,1021,25,7715,356,1,Divorced,11502,58,0
55,2500,7,3817,490,3,Married,9892,19,0
20,10034,13,1070,762,2,Single,5668,12,1
33,16799,30,4600,341,1,Divorced,13922,51,0
47,4641,1,8306,785,1,Married,3781,50,0
57,1191,3,9631,472,5,Divorced,14571,23,0
19,14306,0,9982,549,4,Married,14498,37,0
34,14414,19,994,809,2,Single,9310,7,1
58,9587,13,4318,801,0,Divorced,3212,46,1
29,5662,39,4731,492,3,Married,5454,48,0
52,5326,24,6068,464,2,Single,13966,25,0
60,10065,24,7670,389,0,Single,4223,34,0
18,11471,2,4767,357,1,Single,2186,48,0
62,13641,4,957,562,5,Married,7940,31,1
32,10196,37,8287,542,3,Married,2106,43,0
43,13726,25,2154,518,3,Single,13424,6,1
54,16651,39,631,308,2,Single,12624,10,0
38,9536,37,9893,729,4,Single,12584,59,0
48,13944,37,6045,312,0,Single,12495,19,0
42,7273,3,697,524,5,Single,13002,30,1
40,7284,6,31,366,5,Married,10045,53,0
41,9817,29,6209,802,2,Divorced,4739,14,0
55,19062,29,4874,483,4,Divorced,9310,35,0
45,9414,18,5562,507,4,Divorced,5603,24,0
38,18127,38,8740,827,4,Married,9045,57,1
60,17846,34,2248,599,3,Divorced,780,45,1
35,18952,39,6192,540,0,Divorced,14133,13,1
53,12539,32,9895,754,0,Divorced,12069,21,0
52,14993,32,6406,829,2,Divorced,5432,55,1
62,14451,13,1156,543,1,Single,4050,13,1
26,15692,37,8535,537,2,Married,2459,28,0
55,19120,9,5295,545,0,Divorced,889,14,1
47,14334,27,6154,644,3,Single,5683,37,1
61,8903,13,2248,783,2,Divorced,4367,42,1
51,16629,35,9136,609,1,Divorced,4860,39,0
49,18740,37,3285,583,5,Divorced,2553,58,1
20,2014,15,9522,337,2,Divorced,5508,51,0
20,11860,20,2003,331,4,Divorced,8859,23,0
45,18438,27,3615,542,1,Single,14783,50,1
61,2764,32,9979,591,4,Divorced,6816,49,0
32,7009,5,3672,591,3,Single,13637,20,0
58,10604,40,7458,681,0,Divorced,2666,58,0
40,17012,14,2155,437,2,Married,8606,20,0
57,1667,2,3479,499,2,Single,12961,34,0
28,4370,34,51,634,4,Divorced,11698,28,1
65,6976,13,2159,746,4,Single,6772,28,1
49,18778,1,4390,647,0,Divorced,686,6,1
53,9613,28,3651,577,2,Divorced,5682,27,1
50,6599,3,7356,831,0,Single,12738,12,0
41,4650,25,2112,698,4,Divorced,11632,50,1
56,13349,11,5765,690,5,Divorced,9989,37,1
51,10894,1,1354,309,4,Divorced,3145,33,0
45,4190,16,5620,848,1,Divorced,13796,55,0
54,16345,34,3754,358,4,Divorced,1716,37,0
24,9789,9,209,387,4,Divorced,5127,38,0
21,1391,21,6232,758,5,Single,11691,48,0
54,18459,40,7846,403,0,Married,1705,18,0
18,3650,20,6171,403,1,Divorced,7203,57,0
18,14600,14,237,553,1,Single,727,33,1
64,15317,34,8527,634,2,Married,3113,14,0
37,19768,20,8075,762,5,Single,13401,53,1
36,18193,20,1576,848,3,Married,2636,48,1
46,16563,20,8691,600,2,Married,7811,8,0
27,7895,31,9756,640,2,Married,12423,22,0
35,18543,4,8982,791,2,Single,14553,39,1
45,2531,38,3540,383,1,Married,7458,37,0
