Age,Gender,Race,Marital Status,Education Level,Years of Experience,Skills Score,Culture Fit Score,Job Role Applied For,Hiring Decision
31,Non-Binary,Other,Divorced,PhD,2,5,5,Marketing,Not Hired
24,Prefer not to say,Asian,Married,High School,36,4,9,HR,Hired
54,Non-Binary,Black,Married,PhD,18,6,9,Marketing,Hired
39,Female,White,Divorced,Master's,27,10,7,Engineer,Hired
22,Non-Binary,Black,Single,Bachelor's,18,5,9,Sales,Hired
19,Prefer not to say,White,Married,Bachelor's,16,8,4,Management,Not Hired
44,Female,Asian,Divorced,PhD,17,9,3,Marketing,Hired
38,Non-Binary,Prefer not to say,Divorced,Master's,17,1,4,Sales,Not Hired
55,Prefer not to say,Other,Single,Master's,22,9,7,Management,Hired
32,Male,Asian,Married,Master's,39,9,8,HR,Hired
38,Male,Black,Married,High School,8,6,2,Marketing,Not Hired
27,Non-Binary,White,Married,Master's,28,10,5,Marketing,Hired
40,Non-Binary,Black,Divorced,High School,28,5,5,HR,Hired
56,Male,Other,Married,PhD,1,7,9,HR,Hired
22,Prefer not to say,Asian,Married,Bachelor's,16,8,3,Engineer,Not Hired
18,Prefer not to say,Black,Married,PhD,30,9,6,Management,Hired
30,Prefer not to say,Black,Married,Master's,27,9,10,Sales,Hired
38,Non-Binary,Other,Single,Master's,38,10,5,HR,Hired
43,Female,White,Single,PhD,29,3,2,Engineer,Not Hired
62,Female,Black,Single,High School,34,8,2,Management,Hired
38,Female,Other,Married,High School,19,1,4,Management,Not Hired
35,Female,White,Married,High School,15,7,4,Marketing,Not Hired
54,Female,Prefer not to say,Divorced,Bachelor's,33,5,7,Engineer,Hired
62,Non-Binary,White,Divorced,Bachelor's,13,2,1,Engineer,Not Hired
49,Non-Binary,Prefer not to say,Divorced,Master's,25,2,6,Marketing,Hired
53,Female,Asian,Married,PhD,19,8,9,Sales,Hired
34,Non-Binary,Other,Single,PhD,23,5,2,HR,Hired
52,Non-Binary,White,Single,Master's,17,3,5,Marketing,Hired
28,Female,Prefer not to say,Single,High School,8,1,10,HR,Hired
38,Prefer not to say,Prefer not to say,Married,Bachelor's,18,7,10,Engineer,Hired
43,Non-Binary,Asian,Single,PhD,19,3,4,Marketing,Not Hired
21,Prefer not to say,Hispanic,Divorced,Master's,29,7,4,Sales,Hired
51,Non-Binary,Other,Divorced,High School,25,2,8,HR,Not Hired
65,Non-Binary,Hispanic,Single,High School,30,4,6,HR,Hired
35,Female,White,Divorced,Bachelor's,34,2,7,HR,Not Hired
57,Non-Binary,Other,Single,Bachelor's,2,4,9,Engineer,Not Hired
52,Male,Asian,Single,Master's,39,5,3,HR,Not Hired
58,Male,White,Divorced,Master's,28,8,2,Management,Hired
46,Female,Other,Divorced,High School,5,2,3,HR,Not Hired
46,Prefer not to say,Other,Divorced,High School,0,10,8,Engineer,Hired
55,Prefer not to say,Hispanic,Divorced,PhD,23,3,9,Marketing,Hired
59,Prefer not to say,White,Single,High School,37,10,10,HR,Hired
38,Male,Asian,Divorced,Master's,33,5,5,HR,Not Hired
59,Prefer not to say,Asian,Divorced,Bachelor's,6,9,8,Marketing,Hired
30,Prefer not to say,White,Married,Master's,10,10,7,Management,Hired
58,Female,White,Divorced,PhD,10,5,9,Engineer,Hired
34,Prefer not to say,Prefer not to say,Divorced,PhD,35,9,4,Marketing,Hired
26,Male,Black,Single,Bachelor's,19,4,10,Engineer,Hired
58,Male,Hispanic,Single,Master's,15,10,3,Marketing,Hired
18,Male,White,Married,PhD,4,5,9,Sales,Not Hired
19,Female,White,Divorced,Master's,23,9,8,Management,Hired
65,Female,Black,Divorced,PhD,29,4,7,Sales,Hired
46,Non-Binary,Black,Divorced,Bachelor's,29,5,1,Marketing,Not Hired
50,Prefer not to say,Other,Divorced,PhD,38,5,2,Marketing,Not Hired
27,Female,Asian,Divorced,Master's,36,4,9,Engineer,Hired
57,Male,Hispanic,Divorced,Master's,32,4,5,Marketing,Not Hired
38,Male,Other,Married,PhD,19,5,1,Engineer,Not Hired
45,Female,White,Divorced,High School,21,6,9,Engineer,Hired
28,Female,Black,Divorced,Bachelor's,40,7,1,Marketing,Hired
51,Female,Prefer not to say,Divorced,Bachelor's,20,6,8,Engineer,Hired
25,Non-Binary,Asian,Married,PhD,36,1,5,Management,Hired
39,Male,Other,Divorced,PhD,26,2,6,Sales,Not Hired
25,Non-Binary,Prefer not to say,Married,High School,37,7,1,Marketing,Hired
32,Non-Binary,Asian,Single,Bachelor's,34,3,2,Engineer,Hired
34,Prefer not to say,Prefer not to say,Divorced,High School,37,10,7,Engineer,Hired
40,Male,Black,Married,Bachelor's,39,2,2,Engineer,Hired
41,Male,Other,Single,PhD,5,6,5,Engineer,Not Hired
62,Female,Other,Married,Bachelor's,31,4,9,Management,Hired
36,Female,Asian,Married,Bachelor's,15,5,5,Marketing,Not Hired
22,Prefer not to say,Prefer not to say,Single,Bachelor's,27,6,3,Marketing,Not Hired
49,Non-Binary,Black,Divorced,High School,15,3,6,Management,Not Hired
61,Female,White,Divorced,High School,26,1,7,Management,Not Hired
18,Female,Other,Married,Bachelor's,2,3,10,Management,Hired
40,Male,White,Single,Master's,20,3,10,Marketing,Not Hired
54,Male,Black,Divorced,High School,37,6,8,HR,Hired
25,Female,Other,Married,PhD,37,4,3,Sales,Hired
30,Male,Other,Single,PhD,29,7,4,Management,Hired
25,Prefer not to say,Prefer not to say,Married,Bachelor's,21,2,10,Management,Hired
40,Female,White,Single,PhD,18,4,4,Marketing,Hired
60,Male,Prefer not to say,Divorced,High School,30,8,2,Marketing,Not Hired
18,Prefer not to say,Hispanic,Divorced,Master's,19,6,7,Sales,Not Hired
62,Male,White,Married,Master's,18,10,4,Engineer,Not Hired
41,Male,White,Divorced,Master's,1,3,4,Marketing,Not Hired
52,Male,Hispanic,Divorced,PhD,39,10,8,Sales,Hired
41,Female,Black,Single,Bachelor's,38,2,6,Marketing,Hired
34,Non-Binary,Black,Divorced,PhD,26,3,6,Marketing,Not Hired
22,Male,Other,Single,Bachelor's,7,1,9,Marketing,Hired
37,Prefer not to say,Asian,Single,Master's,26,1,4,HR,Not Hired
38,Female,Prefer not to say,Married,High School,14,2,9,HR,Hired
57,Female,Asian,Single,PhD,11,3,1,Management,Not Hired
48,Prefer not to say,Other,Divorced,High School,13,9,9,HR,Hired
63,Male,Asian,Single,Master's,6,8,1,Sales,Not Hired
53,Non-Binary,White,Single,Bachelor's,16,9,7,Marketing,Hired
28,Male,White,Married,High School,25,7,6,HR,Hired
32,Prefer not to say,Hispanic,Divorced,PhD,36,7,7,Marketing,Hired
36,Female,Hispanic,Divorced,High School,19,5,9,Engineer,Hired
24,Non-Binary,Other,Divorced,High School,9,7,10,Management,Hired
45,Female,Other,Single,PhD,18,4,4,HR,Hired
60,Prefer not to say,Other,Divorced,Bachelor's,17,5,9,Marketing,Hired
22,Male,White,Divorced,PhD,29,1,3,Engineer,Not Hired
22,Non-Binary,Asian,Single,Master's,29,4,10,Management,Hired
47,Female,Prefer not to say,Married,Bachelor's,24,3,9,Management,Hired
49,Female,Other,Married,High School,23,2,1,Engineer,Not Hired
25,Female,Other,Single,PhD,9,2,5,HR,Not Hired
27,Male,White,Married,Master's,1,8,10,HR,Hired
55,Non-Binary,Prefer not to say,Married,PhD,37,1,5,Marketing,Not Hired
64,Male,White,Married,Bachelor's,31,8,1,Sales,Not Hired
49,Male,Prefer not to say,Divorced,Master's,34,9,1,Marketing,Hired
65,Male,White,Married,High School,36,6,3,Marketing,Hired
45,Prefer not to say,Asian,Divorced,Bachelor's,6,1,9,Marketing,Not Hired
34,Prefer not to say,Other,Married,Master's,6,10,7,Engineer,Hired
48,Prefer not to say,Black,Divorced,Bachelor's,26,7,6,Management,Hired
25,Non-Binary,Black,Single,High School,9,5,9,Management,Not Hired
57,Male,Other,Single,Master's,32,9,4,Sales,Hired
42,Male,Other,Married,PhD,6,7,4,HR,Not Hired
26,Prefer not to say,Other,Divorced,PhD,5,5,3,Marketing,Not Hired
19,Male,Other,Single,High School,5,2,5,Engineer,Not Hired
32,Male,Prefer not to say,Single,Master's,12,4,5,Engineer,Not Hired
20,Female,Asian,Single,High School,12,2,10,Marketing,Not Hired
53,Male,Black,Single,High School,1,9,7,Engineer,Hired
21,Female,Hispanic,Married,Bachelor's,18,2,7,Engineer,Hired
31,Male,Black,Divorced,PhD,18,2,6,Marketing,Not Hired
58,Non-Binary,Black,Single,High School,37,2,4,Sales,Hired
58,Prefer not to say,White,Married,Bachelor's,1,1,7,Engineer,Not Hired
42,Female,Other,Single,High School,25,9,2,Management,Hired
27,Prefer not to say,Other,Single,High School,5,8,9,Management,Hired
38,Female,Other,Single,High School,19,2,7,Management,Not Hired
53,Female,White,Single,PhD,22,2,2,Marketing,Not Hired
29,Female,Asian,Married,Master's,14,5,10,Management,Hired
44,Non-Binary,Asian,Divorced,PhD,5,4,2,HR,Not Hired
57,Male,Hispanic,Married,Bachelor's,27,2,6,Engineer,Not Hired
19,Female,Asian,Married,Master's,34,8,7,Sales,Hired
30,Non-Binary,Asian,Married,Bachelor's,10,8,9,Management,Hired
49,Female,Other,Single,High School,7,4,4,Marketing,Not Hired
48,Male,Prefer not to say,Divorced,Master's,23,4,8,Sales,Not Hired
33,Female,Black,Single,Bachelor's,20,9,10,Marketing,Hired
49,Non-Binary,Asian,Married,High School,35,4,2,Sales,Hired
49,Male,Asian,Single,Bachelor's,6,10,6,Sales,Hired
51,Non-Binary,White,Divorced,Bachelor's,4,9,4,Engineer,Not Hired
28,Male,Hispanic,Divorced,PhD,28,3,8,Sales,Hired
27,Male,Prefer not to say,Single,High School,15,2,9,HR,Not Hired
32,Prefer not to say,White,Married,PhD,5,8,2,HR,Not Hired
34,Prefer not to say,Other,Single,Master's,13,3,7,HR,Hired
57,Prefer not to say,Black,Married,High School,1,2,7,Marketing,Not Hired
35,Male,Hispanic,Divorced,PhD,24,8,8,Engineer,Hired
26,Female,White,Single,PhD,30,8,5,Marketing,Hired
42,Non-Binary,Asian,Divorced,Master's,12,5,3,Management,Not Hired
57,Non-Binary,Asian,Married,Bachelor's,17,9,1,HR,Hired
31,Non-Binary,Hispanic,Married,Bachelor's,16,6,4,Engineer,Not Hired
42,Prefer not to say,Asian,Single,Bachelor's,27,5,3,HR,Not Hired
39,Male,White,Single,Master's,11,3,2,Engineer,Not Hired
47,Prefer not to say,White,Single,PhD,34,7,6,Marketing,Hired
37,Female,Asian,Divorced,High School,21,9,7,Marketing,Hired
38,Male,Asian,Married,Master's,38,4,10,HR,Hired
61,Non-Binary,Other,Married,Bachelor's,0,7,7,Sales,Not Hired
49,Prefer not to say,Black,Divorced,Bachelor's,36,3,8,Engineer,Hired
63,Prefer not to say,Hispanic,Single,High School,20,2,2,Management,Not Hired
38,Female,White,Single,Master's,0,1,10,Sales,Not Hired
52,Female,Hispanic,Divorced,Bachelor's,3,6,6,Marketing,Hired
49,Prefer not to say,Other,Married,Master's,31,5,6,Engineer,Not Hired
47,Female,White,Married,PhD,0,2,10,Sales,Not Hired
56,Non-Binary,Other,Married,Master's,12,3,1,Management,Not Hired
29,Female,Other,Married,PhD,16,9,2,Sales,Not Hired
58,Female,Prefer not to say,Divorced,High School,11,3,9,Management,Not Hired
64,Prefer not to say,Asian,Married,PhD,6,7,8,Marketing,Hired
35,Prefer not to say,Prefer not to say,Divorced,PhD,2,1,4,Engineer,Not Hired
38,Male,Hispanic,Single,High School,25,7,6,Marketing,Hired
30,Male,Hispanic,Divorced,Bachelor's,30,9,2,Engineer,Hired
38,Prefer not to say,Asian,Married,High School,35,8,5,Sales,Hired
25,Female,Prefer not to say,Single,Master's,25,7,2,Marketing,Hired
63,Female,Hispanic,Divorced,High School,2,10,5,Engineer,Not Hired
57,Male,Prefer not to say,Divorced,Master's,27,8,7,Management,Hired
63,Male,Asian,Divorced,Bachelor's,16,4,7,Engineer,Not Hired
24,Male,White,Single,Master's,37,2,9,Marketing,Hired
40,Non-Binary,Other,Divorced,High School,29,9,3,Marketing,Hired
61,Non-Binary,Other,Married,High School,1,3,4,Sales,Not Hired
49,Male,Prefer not to say,Single,Bachelor's,7,4,9,Management,Not Hired
28,Female,Hispanic,Single,High School,13,7,8,Engineer,Not Hired
39,Male,Prefer not to say,Divorced,Bachelor's,36,2,7,Marketing,Hired
39,Non-Binary,Prefer not to say,Married,Bachelor's,34,8,8,Engineer,Hired
60,Female,Black,Single,High School,38,10,9,HR,Hired
42,Non-Binary,Other,Divorced,PhD,10,8,4,Management,Not Hired
39,Female,Asian,Married,Master's,14,5,5,Management,Hired
45,Non-Binary,Prefer not to say,Divorced,PhD,1,9,9,HR,Not Hired
46,Female,Black,Divorced,Bachelor's,36,8,7,Management,Hired
30,Female,Black,Single,Master's,31,1,4,HR,Not Hired
35,Female,Other,Single,PhD,39,9,6,Engineer,Hired
19,Female,Other,Divorced,High School,12,5,1,HR,Not Hired
46,Prefer not to say,Other,Single,PhD,16,9,1,Sales,Not Hired
38,Non-Binary,Asian,Single,Master's,14,9,9,HR,Hired
32,Non-Binary,Black,Married,Master's,32,10,8,Engineer,Hired
44,Prefer not to say,Hispanic,Married,Master's,15,10,1,Management,Not Hired
48,Female,Asian,Divorced,Master's,12,3,2,Sales,Not Hired
32,Female,White,Divorced,PhD,21,8,4,HR,Hired
40,Non-Binary,Prefer not to say,Divorced,High School,22,7,1,Engineer,Not Hired
41,Prefer not to say,Other,Divorced,High School,35,7,2,Sales,Hired
61,Female,Black,Married,Master's,9,10,5,Sales,Hired
30,Female,Prefer not to say,Single,High School,16,2,8,Sales,Not Hired
39,Female,Asian,Married,PhD,29,2,6,HR,Not Hired
60,Male,White,Divorced,High School,12,2,6,Engineer,Not Hired
54,Prefer not to say,Asian,Divorced,Bachelor's,29,2,4,Engineer,Not Hired
50,Female,Asian,Married,High School,29,4,2,Engineer,Not Hired
20,Male,Hispanic,Married,Master's,6,7,3,Marketing,Not Hired
36,Prefer not to say,Prefer not to say,Divorced,High School,9,2,6,Management,Not Hired
40,Female,Hispanic,Single,High School,34,5,6,Engineer,Hired
46,Non-Binary,Asian,Divorced,High School,1,7,5,Marketing,Not Hired
47,Male,White,Married,High School,29,9,6,Marketing,Hired
56,Male,Black,Divorced,Bachelor's,18,8,6,Sales,Hired
61,Female,Black,Divorced,PhD,38,9,1,Management,Hired
64,Female,Prefer not to say,Single,Master's,36,7,6,Sales,Hired
42,Male,Other,Divorced,Master's,2,3,5,Management,Not Hired
54,Non-Binary,Other,Divorced,High School,24,1,8,Sales,Not Hired
64,Non-Binary,Black,Divorced,PhD,33,10,9,HR,Hired
25,Prefer not to say,Asian,Married,High School,21,7,6,Management,Hired
59,Female,Asian,Married,Bachelor's,37,6,10,Marketing,Hired
33,Non-Binary,Hispanic,Single,PhD,13,2,4,Marketing,Not Hired
25,Prefer not to say,Prefer not to say,Divorced,PhD,38,1,3,Management,Not Hired
18,Non-Binary,Hispanic,Married,PhD,1,10,10,Sales,Hired
61,Female,Other,Single,PhD,31,4,1,HR,Not Hired
22,Prefer not to say,Black,Divorced,High School,2,4,7,HR,Not Hired
20,Prefer not to say,Asian,Single,Bachelor's,40,6,5,Engineer,Hired
18,Prefer not to say,Black,Single,PhD,7,5,4,Management,Not Hired
21,Non-Binary,White,Single,Master's,25,9,9,HR,Hired
57,Female,Black,Single,Master's,31,8,7,Sales,Hired
52,Prefer not to say,White,Single,Bachelor's,10,9,10,Sales,Hired
49,Male,Hispanic,Single,Master's,0,10,8,Marketing,Hired
59,Female,Hispanic,Single,High School,14,7,4,HR,Hired
51,Male,Other,Divorced,High School,3,9,10,HR,Hired
60,Male,Black,Divorced,Bachelor's,3,3,10,Sales,Not Hired
42,Prefer not to say,Black,Single,PhD,27,9,8,Marketing,Hired
27,Prefer not to say,White,Divorced,Master's,9,2,4,HR,Not Hired
38,Non-Binary,Hispanic,Single,Master's,10,9,1,Sales,Not Hired
63,Non-Binary,White,Divorced,Bachelor's,22,6,8,Marketing,Hired
56,Non-Binary,Hispanic,Married,Bachelor's,2,4,1,Marketing,Not Hired
44,Female,White,Single,Master's,38,2,3,Sales,Hired
44,Non-Binary,Hispanic,Married,PhD,38,10,7,Marketing,Hired
19,Male,White,Single,Bachelor's,16,3,3,Marketing,Not Hired
58,Non-Binary,Hispanic,Single,High School,21,5,8,Engineer,Hired
65,Prefer not to say,Prefer not to say,Married,Master's,26,9,5,Marketing,Hired
30,Non-Binary,White,Married,Bachelor's,15,7,3,HR,Not Hired
26,Female,Black,Married,Bachelor's,15,3,5,Marketing,Hired
53,Female,Other,Single,Bachelor's,39,4,5,HR,Hired
39,Male,Prefer not to say,Married,Master's,2,2,8,Sales,Not Hired
59,Female,Prefer not to say,Married,High School,32,8,9,Marketing,Hired
43,Non-Binary,White,Divorced,High School,1,6,6,Sales,Not Hired
29,Prefer not to say,Other,Divorced,Master's,38,3,10,Management,Hired
34,Female,Black,Married,Bachelor's,26,5,3,Marketing,Not Hired
31,Male,Prefer not to say,Married,Master's,14,5,2,Sales,Not Hired
31,Non-Binary,Black,Married,Master's,6,1,3,Management,Not Hired
51,Male,Hispanic,Married,Bachelor's,8,5,9,HR,Not Hired
37,Female,Other,Divorced,Master's,40,6,7,HR,Hired
28,Female,Asian,Single,PhD,5,10,9,HR,Hired
33,Male,Hispanic,Married,High School,11,10,6,HR,Hired
48,Non-Binary,Other,Married,PhD,29,2,8,HR,Not Hired
23,Female,White,Divorced,PhD,19,3,10,Engineer,Hired
36,Prefer not to say,White,Married,PhD,19,10,9,Sales,Hired
54,Female,Black,Married,Master's,26,5,3,Management,Not Hired
21,Non-Binary,Prefer not to say,Divorced,Bachelor's,19,3,7,Management,Not Hired
64,Female,Asian,Married,Master's,6,5,9,Marketing,Not Hired
21,Male,White,Married,High School,39,5,2,Sales,Not Hired
37,Female,Other,Divorced,Master's,39,8,7,Engineer,Hired
27,Female,Prefer not to say,Single,Master's,29,10,5,Engineer,Hired
41,Non-Binary,Prefer not to say,Married,Master's,7,9,8,Sales,Hired
52,Male,Other,Married,Master's,1,8,4,HR,Not Hired
43,Non-Binary,Prefer not to say,Single,PhD,13,3,1,HR,Not Hired
54,Female,White,Divorced,Bachelor's,9,1,10,Sales,Hired
55,Prefer not to say,Other,Single,High School,17,3,8,Management,Hired
38,Female,Other,Married,High School,17,1,6,HR,Not Hired
57,Non-Binary,Black,Single,High School,15,9,8,Marketing,Hired
56,Prefer not to say,Asian,Divorced,Master's,4,3,3,Engineer,Not Hired
38,Non-Binary,Black,Married,High School,30,8,8,HR,Hired
27,Non-Binary,Asian,Divorced,PhD,36,6,8,Management,Hired
55,Male,Other,Divorced,Bachelor's,19,3,1,HR,Not Hired
63,Prefer not to say,Prefer not to say,Single,Master's,22,9,4,HR,Hired
21,Female,Asian,Single,Master's,31,8,7,Engineer,Hired
62,Non-Binary,Other,Divorced,PhD,16,3,1,Marketing,Not Hired
37,Female,Other,Divorced,High School,12,7,3,Marketing,Not Hired
34,Male,Black,Married,Master's,12,5,3,Management,Not Hired
24,Male,Black,Divorced,Master's,16,2,6,Sales,Not Hired
21,Prefer not to say,Prefer not to say,Divorced,PhD,14,8,5,Sales,Hired
46,Male,Hispanic,Single,PhD,25,1,7,Sales,Hired
31,Male,White,Divorced,High School,27,4,3,Management,Not Hired
20,Female,Hispanic,Divorced,Bachelor's,29,4,1,HR,Not Hired
41,Male,Hispanic,Single,Bachelor's,34,10,3,Marketing,Hired
54,Male,Prefer not to say,Married,High School,21,5,8,Marketing,Hired
33,Non-Binary,Asian,Single,Bachelor's,9,4,5,HR,Not Hired
21,Male,Prefer not to say,Single,PhD,10,1,3,Marketing,Not Hired
41,Non-Binary,Prefer not to say,Divorced,PhD,37,7,8,Marketing,Hired
51,Male,Other,Divorced,PhD,32,10,6,Sales,Hired
47,Male,Other,Married,Bachelor's,5,2,3,Sales,Not Hired
35,Prefer not to say,Other,Divorced,Bachelor's,36,10,5,Engineer,Hired
36,Prefer not to say,White,Married,Master's,6,3,1,Engineer,Not Hired
48,Non-Binary,Asian,Married,Master's,11,5,6,Marketing,Not Hired
36,Male,Asian,Married,Master's,6,8,9,Sales,Hired
63,Female,Other,Married,Bachelor's,1,10,7,Engineer,Not Hired
36,Prefer not to say,Hispanic,Divorced,Master's,0,8,8,Engineer,Hired
39,Female,White,Single,PhD,22,2,6,Sales,Not Hired
41,Prefer not to say,Hispanic,Single,Bachelor's,24,9,5,Engineer,Hired
62,Prefer not to say,Black,Divorced,High School,17,6,6,HR,Hired
29,Male,Asian,Divorced,Bachelor's,6,9,7,HR,Hired
47,Prefer not to say,Asian,Married,Master's,2,4,9,Sales,Not Hired
55,Female,Hispanic,Divorced,Bachelor's,28,3,8,Sales,Hired
48,Prefer not to say,White,Single,Master's,9,5,5,Engineer,Not Hired
53,Non-Binary,Asian,Divorced,Master's,4,5,7,Marketing,Not Hired
36,Male,Hispanic,Divorced,High School,33,4,8,Management,Hired
65,Male,Prefer not to say,Married,High School,7,7,1,HR,Not Hired
62,Non-Binary,Prefer not to say,Married,PhD,13,8,8,HR,Hired
53,Non-Binary,White,Married,Master's,39,5,7,Sales,Hired
47,Non-Binary,Hispanic,Married,Bachelor's,5,9,2,Marketing,Not Hired
50,Prefer not to say,Prefer not to say,Single,High School,0,7,2,Sales,Not Hired
35,Male,White,Divorced,High School,32,7,6,Engineer,Hired
45,Non-Binary,Other,Divorced,Master's,39,8,3,Marketing,Hired
64,Prefer not to say,White,Married,Bachelor's,10,4,1,Engineer,Not Hired
28,Non-Binary,Black,Single,High School,23,10,8,HR,Hired
62,Female,Other,Single,High School,9,6,7,Sales,Not Hired
50,Female,Hispanic,Divorced,Bachelor's,22,5,4,Sales,Hired
34,Male,Other,Married,High School,15,1,1,Management,Not Hired
23,Prefer not to say,Other,Divorced,Bachelor's,36,9,2,Marketing,Hired
21,Female,Hispanic,Divorced,Master's,15,2,9,HR,Hired
37,Female,Hispanic,Single,High School,30,6,4,Management,Hired
65,Prefer not to say,Prefer not to say,Single,Master's,5,8,3,Management,Not Hired
64,Non-Binary,Black,Divorced,Bachelor's,29,3,8,Sales,Hired
44,Prefer not to say,Hispanic,Married,Master's,36,5,4,Marketing,Hired
32,Non-Binary,Asian,Married,Master's,0,7,7,Sales,Hired
23,Female,Asian,Divorced,Master's,24,4,5,Marketing,Not Hired
64,Female,Black,Divorced,PhD,20,5,5,Management,Not Hired
31,Female,White,Married,Bachelor's,34,1,6,Engineer,Hired
28,Male,White,Married,Bachelor's,37,4,4,HR,Hired
56,Male,Asian,Married,Bachelor's,4,7,2,Management,Not Hired
26,Male,Hispanic,Divorced,Bachelor's,11,10,6,Sales,Hired
43,Prefer not to say,Black,Single,Bachelor's,4,7,5,HR,Hired
33,Female,White,Married,High School,8,10,3,Management,Hired
22,Female,White,Married,High School,8,10,4,Marketing,Not Hired
27,Prefer not to say,Other,Married,High School,34,4,3,Sales,Hired
20,Male,Asian,Divorced,Master's,0,6,3,Management,Not Hired
30,Prefer not to say,Hispanic,Single,Master's,9,5,4,Marketing,Not Hired
